SRR3189679	SRR3189680	SRR3189681	SRR3189682	SRR3189683	SRR3189684	SRR3189685	SRR3189686	SRR3189687	SRR3189688	SRR3189689	SRR3189690	SRR3189691	SRR3189692	SRR3189693	SRR3189694	SRR3189695	SRR3189696	SRR3189697
15.66237711687108	14.020691522659178	15.555237673496261	12.530302692282373	30.260702375583335	21.88635065028355	16.977009602480425	15.910324818470475	13.964012082070788	20.33431464623326	11.648719268394112	15.173052205499708	23.691736532165294	25.125880334091683	17.408527565474127	19.02174771396133	14.434415861472182	17.99931013234367	15.49715624364096
5.150481276586757	7.498046073192132	5.717151644436064	5.034920002546793	11.635079018585444	12.077084055357922	8.502685615351682	7.605634922648299	5.431772706781434	7.401168680759508	9.781359828497607	9.532715663996242	8.701791977025827	7.9587045536675225	8.861361158198742	8.829695861552288	7.839187402838124	8.560791709723594	6.990834440874033
5.601388380054482	6.27807002166546	5.92760593390638	7.147899552945424	7.480145578549747	11.932505223858453	8.598338999778678	7.014218233010123	5.970887776126563	4.921066473091929	7.315983886575394	4.819448015223932	5.91025231837341	6.031086171232964	7.197199445075519	4.512273114810428	6.03300447067179	5.705312311241614	4.244423484737399
9.047701295948704	9.747571270851072	9.171093758881193	9.733709866188253	7.206914994778833	18.82520370818335	20.01182037318644	13.448449933562356	15.762446387110598	5.370334959369783	17.627957685897158	5.651179124018679	8.883215499397137	6.928067652442371	20.91420718106331	6.289831909787648	8.206712627577508	10.992601452976706	5.252032108333409
6.636539974474487	5.9111667281681	6.409587432338404	6.366368434941528	5.852517041759944	5.440739277987064	5.27458797460066	5.815858124714814	5.747012812576698	7.6266632078871535	4.401668583092803	8.169552187269826	7.578602121869514	5.508399997065434	5.129524118699004	7.267281647677477	6.573750761798741	5.115358638333036	5.755724548301548
9.237976164726174	8.073520684720435	8.755246290563973	6.333605382424826	18.126031187544143	5.883343163175027	8.670121564029603	9.752253775358035	12.577906090823712	17.013499229160157	7.089455543246768	22.448803040609537	35.038973335052084	20.383212775622972	7.166812492721429	17.08912292987881	12.874232847080126	10.38258969500421	18.138421973516728
10.65972254168165	11.497411601085258	9.929943516152207	9.47082640528028	18.51023757741943	9.29089083448788	10.624432747651777	7.812153191295257	8.12195477980748	8.698492242363933	9.333313328808842	8.531610342528522	4.892324012066496	18.275640424938175	9.443033259954007	10.453828399666229	12.119833661674397	9.626272730828012	8.578218238946013
5.333437207635528	7.454742423433489	5.765399261347884	4.590508425213809	11.541048018012615	7.7632160009150075	6.6597449429601845	6.289831909787648	5.326742695008482	5.368101674262184	4.9333601387910395	7.774381839634862	5.3071392262068855	8.412880661345305	6.1253270385732685	8.459619368863438	7.831689520453009	6.678108612339065	6.19833239295248
2.223213698271622	3.1957353308933634	1.4985822644925366	1.8149763449125191	8.555847137969536	9.18843777957324	2.3890846977561777	5.708655758682154	3.8612795782382783	2.1022349053880656	3.8443749159516227	1.9512179225515607	3.1953338287634776	2.2876654094218676	2.1354122705959284	2.0100172196191646	2.416834219100026	1.9902176571112027	1.7356888371341717
6.2263420238981375	6.595845524050477	5.481024596280001	4.2221792227204435	12.540973971060167	6.660862602289539	6.154301941400129	5.588897256771798	4.803703842605575	5.419301025598087	5.166438834519685	4.089795132186199	4.213642425130731	12.077084055357922	5.790081273540868	6.38898204846673	5.561196853411598	7.815066637405038	6.040273206803112
26.795223300948237	25.82730877102175	22.40705872976655	27.267145698852993	18.484010329643024	27.354977669971902	30.12406852671066	33.3233931105247	33.637555203574614	28.76971953244263	42.23874432148673	31.562345271322535	33.89884302087438	22.83032242315805	35.038973335052084	33.09557228440042	29.593055849388016	34.032496520686976	33.78262829230217
53.843353794571854	56.23676071889198	58.49597973243938	51.43253527346901	6.264113176369639	19.134493078224402	43.60264290157324	47.3678349463908	48.24667608784942	44.21244744506353	39.408431661122805	58.763162458016545	53.55312533514952	8.960645090712886	38.5589142216006	55.345219433375874	50.07992390772958	40.96389410952854	57.91339705589493
6.224521518050301	5.024933495825123	5.475650342800858	6.275367159347796	8.979281850657404	7.636713040164882	7.716849344789264	4.8513271627604775	5.423965692532311	3.84949215880928	8.873581724738802	11.365378009592876	5.332721143357793	4.876097527224405	7.5059327491992685	3.94568667764079	3.970208571563657	5.919439066660453	3.743988954347686
2.511526961945514	2.8153540403597765	2.6586377897142626	3.1581287833510974	5.537347110519768	4.024596497735743	2.5472511802204774	4.611946100781898	4.934036912820414	2.855547458353512	3.3258607202269563	2.1922148100861607	2.6974414239140945	3.450013461746452	2.3687890435971957	2.733508556156651	2.428822838593046	2.837145445952978	2.565725917097413
33.713278484297206	34.41744784671974	29.782376701085845	39.16264509565227	12.911464911607474	25.229112515981612	21.609567995237207	35.77981372399633	31.430727680409028	28.844003075716284	44.99935702239663	25.94761142887697	24.320738434616736	16.892600443676887	29.517529924119515	28.95286492498515	28.220223872125274	29.980105084715966	23.70791337246805
1.1036642188707373	1.8162322618128053	1.7521059164860857	1.7356888371341717	3.281291021335749	3.156213912657953	3.5666977143053424	2.4829014544299546	2.6295802817509926	1.469322777509669	2.8802177141203464	2.2179754641687692	2.9685321997153613	3.3279147124490183	3.275182026144138	1.2025539382816732	1.5430709401958258	1.9494141043896749	2.7978918205375067
7.892077164564697	7.424223612887964	8.331411410919527	7.5136831210020745	10.323273206856324	7.14910420903274	7.535298883532136	7.079209874678672	6.429166685330295	7.213371237742998	6.238118340849255	10.253718866463755	8.673904211108534	15.421853238407186	9.772444623077071	8.731084452031665	9.670741468454247	8.34500910812454	8.562746913177106
5.070007481765096	6.126242155289906	4.893678211661006	4.539194979112845	9.676897200583575	14.517524340778543	9.34359452401028	5.748742628092566	7.380709909262807	4.993246705362828	7.184588104999461	6.445122034855462	8.689944588673448	9.309487593241533	12.378873532002991	4.354043620190421	5.760051899565568	5.005791611102837	6.3581062949020914
8.126412708238558	10.036115080311736	9.713096889448448	6.749523858123401	5.545228362551354	4.9047447737115935	6.2561817264801105	7.916239377261254	7.448010297032062	6.6464277850056215	5.828621497731858	11.386906339905401	4.502664176156753	6.414650443429266	6.23101646433554	9.955656469776653	11.815461621858926	7.081615488840253	8.076596780045247
5.124349933326464	6.816707810430146	5.8472470536222305	4.635500710431382	20.181907369944014	23.89768942806572	13.391153907351047	10.251005590936385	12.526774062435944	4.360166686655347	7.237757335084293	6.720314016151112	8.83536529338786	13.328127620577595	11.531636984035572	4.947355911411584	5.004420240640925	5.4200778692195	4.6373596651753655
9.451659785895261	8.99431925092272	9.87792024798398	12.523188831744013	4.299513136218999	6.188581245849374	10.463898489008354	11.401906491564175	14.005686272652994	11.482538259309264	16.432334030792102	9.247555300771388	13.931839502933062	5.620689659106829	10.362040233802201	10.151369355746567	8.668128999368529	11.568627408436123	16.225391522733506
3.297240173933799	3.4877654387031605	3.0142778574033473	2.541388735752794	6.298702970540746	6.86382630053895	5.011491878837713	3.3562055995451034	5.175640451546803	2.950423238331258	5.065018946728582	3.591408748020633	6.749523858123401	4.37384687217199	4.28905333738971	4.191490246241184	4.384209324959981	4.769653908502406	5.630326580884209
